annual_inc,bc_open_to_buy,bc_util,int_rate,loan_amnt,max_bal_bc,percent_bc_gt_75,total_bc_limit,total_rec_int,total_rev_hi_lim,emp_length_int,grade_label,application_type_Joint App,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,term_ 60 months,title_Car financing,title_Credit card refinancing,title_Debt consolidation,title_Green loan,title_Home buying,title_Home improvement,title_Major purchase,title_Medical expenses,title_Moving and relocation,title_Other,title_Vacation,verification_status_Source Verified,verification_status_Verified
58000,8043,40,13.56,12000,2218,25,13400,260.57,19300,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
113000,13892,36,17.97,17200,4831,0,21700,495.29,28200,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
39000,19556,13.9,20.89,20000,589,0,22700,669.79,22700,4,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
125000,7040,14.1,20.89,35000,1160,0,8200,1172.12,17200,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
24000,4522,56.1,16.14,7000,2825,33.3,10300,170.55,10300,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65000,867,90.7,16.14,20000,2748,80,9300,496.27,10300,5,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54000,210,98.1,20.89,12000,3437,100,11000,399.65,11600,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55000,35979,0.6,14.47,3500,140,0,36200,80.66,52700,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
128000,40739,12.8,18.94,30000,5401,16.7,46700,568.2,52600,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
100000,3376,76,16.14,20000,5146,80,16880,517.13,22730,5,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
63000,40217,24.8,14.47,20000,6674,16.7,53500,463.49,66900,4,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
31000,1915,31.6,16.91,10000,729,0,2800,269.41,9000,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
58600,15565,20.2,16.14,10000,1932,0,19500,257.1,35400,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
50000,7445,23.2,13.56,24000,1289,0,9700,253.12,17500,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
50000,1435,87.9,15.02,12000,5400,66.7,11900,332.12,13900,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
40000,20870,28,18.94,20425,5141,0,29000,620,40100,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
72000,10904,48.3,14.47,19500,7687,33.3,21100,451.9,23600,3,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
104800,14750,84,22.35,35000,22389,100,29500,1254.3,29500,3,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
31000,7033,44.2,19.92,8000,1929,40,12600,254.02,16400,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
75000,22553,16.2,15.02,6000,2267,0,26900,143.53,35500,5,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
85000,354,95.3,22.35,10000,3366,100,7500,343.99,11500,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51600,1437,76.4,16.14,10000,2427,66.7,6100,257.1,11500,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
93328,4990,75.2,16.14,5000,5149,50,20100,124.07,22600,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50000,158,97.5,16.14,20000,2375,100,6400,517.13,16200,4,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
130000,950,83.3,18.94,7000,2809,50,5700,255.49,7700,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
60000,15589,33.7,17.97,15000,7849,0,23500,416.96,27100,5,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
65000,12627,58.5,13.56,16000,5970,22.2,30400,303.27,35500,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
300000,10602,9.4,16.14,30000,979,0,11700,744.41,19400,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95000,5675,73.5,16.91,15000,5807,66.7,21400,406.4,34600,4,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
106000,10350,26,16.14,10400,2850,0,20700,268.9,24700,5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
70000,5264,61.6,17.97,7500,4928,75,13700,214.76,28100,4,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
101000,1522,78.3,16.14,15000,3896,66.7,7000,365.49,12500,4,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
187695,102106,7.9,22.35,16000,2250,0,110900,570.25,212600,5,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
32000,3611,48.4,13.56,2800,2130,66.7,7000,60.45,8500,5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110000,2,99.8,19.92,3025,998,100,1000,96.05,1000,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
80000,3487,43.8,16.91,8000,1311,0,6200,215.52,6200,5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65000,8811,66.9,16.14,3000,9856,66.7,26600,77.13,33900,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
63600,1335,80.9,16.91,10000,3050,50,7000,269.41,10200,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
150000,15355,58.9,13.56,40000,5219,50,37400,868.56,52300,5,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
132000,4063,51.6,15.02,11000,1548,25,8400,253.96,12500,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
83000,25549,73.6,16.91,28000,29476,57.1,96800,758.61,99800,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
50000,13500,0,16.91,35000,0,0,13500,916.14,15500,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
82000,14684,64,13.56,20000,5600,46.2,40800,431.81,52300,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35000,19929,29.3,18.94,16000,3403,0,28200,485.67,35500,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
70000,4740,67.5,13.56,16000,4491,50,14600,345.45,17900,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45000,6214,54.6,13.56,20000,3185,12.5,13700,409.21,14000,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
125000,10953,22.3,16.14,20000,1613,0,14100,517.13,18100,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
61000,231,93.4,16.14,5000,2241,66.7,3500,128.56,4900,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80000,4915,64,19.92,15000,2340,54.5,13900,478.95,36300,3,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
60000,271,97.4,17.97,10000,5372,100,10300,287.96,31400,5,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
60000,2337,78.9,16.91,5600,3536,57.1,11100,107.85,27300,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
31000,3395,43.4,16.91,17400,2605,0,6000,468.19,31500,4,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
45000,11160,23,20.89,3000,1700,40,14500,99.91,15500,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60000,10133,57.1,14.47,21000,13456,0,23600,486.67,31900,2,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
55000,3212,40.5,16.91,10000,1059,0,5400,269.41,12900,5,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21500,15217,8.9,16.91,5000,1483,0,16700,134.7,22600,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
75000,6960,56.5,22.35,14400,4931,50,16000,516.05,25200,5,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
53820,559,95.3,18.94,20000,11441,50,12000,607.1,23000,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
45000,15094,19.7,18.94,10000,1245,14.3,18800,359.73,32100,4,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29000,8582,52.6,14.47,10000,4602,40,18100,230.43,22300,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81000,8383,37,13.56,11000,4221,0,13300,237.49,13300,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55000,6952,2.1,22.35,30600,148,0,7100,1096.61,10100,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
45000,19560,56,16.91,12800,11354,50,44500,346.79,44500,3,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
33000,7419,18.5,16.14,20000,1019,0,9100,517.13,9100,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,6581,74.1,18.94,35000,8836,40,25400,1062.41,25400,5,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
210000,6973,81.5,18.94,24000,8856,60,37600,690.63,51700,1,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
98000,238,98.8,15.02,17000,5038,100,19600,465.72,20500,5,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
28000,520,89.6,19.92,6000,2697,100,5000,190.52,9800,5,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
40000,2235,58.6,20.89,10000,1919,0,5400,334.89,9900,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
80000,9604,72,18.94,10000,10381,57.1,34300,303.06,37800,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
114996,36835,41.5,14.47,27000,11870,42.9,63000,303.88,64900,4,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
70000,1408,83.4,18.94,15000,3740,50,8500,456.2,20600,4,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
60000,17109,7,18.94,35000,1195,12.5,18400,1062.41,24800,5,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
80000,1164,89.9,16.14,15000,5415,100,11500,385.66,11500,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24000,6292,21.4,14.47,10000,1708,0,8000,230.43,17100,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53000,7228,39.3,14.47,15000,4672,0,11900,347.62,13100,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
35000,1060,77.4,18.94,6000,2831,50,4700,181.12,6300,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25000,11220,32,15.02,5000,2439,0,16500,119.61,16500,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
185000,17470,49.7,14.47,40000,13916,50,34700,926.98,54000,3,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
92000,3280,77.4,18.94,20000,8381,50,14500,607.1,29300,4,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
70000,8677,44.4,15.02,20000,3918,0,15600,581.29,45300,5,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
41007,8500,68.9,20.89,10000,13045,20,27300,334.89,33900,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
22000,19917,19,15.02,10425,3177,0,24600,250.8,33100,5,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
30000,13270,26.3,17.97,15000,4730,33.3,18000,420.6,18000,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
53000,107,96.4,16.91,23800,2893,100,3000,555.38,10000,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
80500,84,89.5,20.89,26800,716,100,800,897.52,9800,5,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
84500,7305,54.6,17.97,10600,6168,25,16100,216.94,21500,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
45000,16967,23.6,15.02,9600,4054,0,22200,229.65,25700,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
55000,11796,20.3,14.47,7500,940,16.7,14800,172.82,27900,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
95000,17520,58.7,18.94,20375,18682,25,42400,615.03,42400,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25000,5681,56,13.56,5000,5019,25,12900,107.95,17900,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
50000,2917,50.6,14.47,30000,786,33.3,5900,691.3,13300,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
75000,1342,16.1,19.92,8000,258,0,1600,254.02,5700,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
140000,3925,81,15.02,35000,10065,25,15701,842.01,17701,4,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
75000,4857,30.6,15.02,15000,1142,33.3,7000,360.86,21800,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
110000,64721,15,15.02,4000,3032,0,76100,95.68,144500,5,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
103000,5886,67.7,16.14,32000,4219,50,18200,827.4,21700,5,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
41000,1788,22.3,14.47,6600,512,0,2300,8.59,3700,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
200000,5782,86.9,13.56,18000,21967,66.7,44300,390.85,48200,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
67500,8582,64.7,17.97,13500,7508,33.3,24300,462.87,35900,5,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
112000,34146,32.5,17.97,18000,16454,0,50600,251.58,50600,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
145000,46,98.5,19.92,1500,2954,100,3000,16.91,15000,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
230000,26178,25.2,16.14,40000,4348,25,35000,1034.24,35000,2,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
70000,7147,46.3,15.02,20500,4636,33.3,13300,490.39,22400,5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
200000,1888,88.3,13.56,9600,10097,75,16200,207.27,34300,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
36600,560,82.5,14.47,8000,1341,66.7,3200,184.35,7700,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
78000,7727,49.8,13.56,20000,6368,50,15400,431.81,22300,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
45000,3134,69.6,16.14,12000,6261,50,10300,308.51,12500,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
45000,21169,13.2,13.56,12000,2902,0,24400,259.09,39600,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50000,6193,31.2,14.47,10000,1425,0,9000,230.43,10000,5,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
450000,59799,28.6,18.94,35000,7651,0,83700,1007.17,118300,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
130000,18459,59.4,22.35,30000,18201,33.3,45500,1075.11,49700,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
99960,6524,71.5,15.02,30000,4328,62.5,21600,721.73,40800,2,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
105000,0,100.6,14.47,20000,6137,100,6100,463.49,46000,5,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
55000,30427,3.1,18.94,20000,973,0,31400,607.1,48900,4,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
115000,5145,64.5,16.14,15000,3496,66.7,14500,387.41,24700,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54000,14078,47.7,16.91,8000,2350,33.3,26900,238.07,40000,5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
50000,24203,44.7,13.56,34000,9945,20,43800,815.12,54300,5,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
38000,3993,64.3,16.91,16000,7207,0,11200,433.49,16500,5,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
160000,22691,45.7,18.94,15000,5415,12.5,41800,362.99,55100,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
80000,4333,35,17.97,22500,2684,0,13000,647.91,22500,5,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
82600,2036,83.4,16.91,25000,5801,75,12300,677.32,14300,3,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
230000,55791,20.9,13.56,29000,9902,10,70500,629.7,74100,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
120525,6248,41.6,16.14,20000,3629,0,10700,410.7,14200,5,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
52000,7118,55.8,14.47,12000,3951,16.7,16100,276.52,19000,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
42000,14304,8.3,16.14,4500,1247,0,15600,115.69,21800,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
78996,47,99.1,17.97,32000,4953,100,5000,921.47,7000,5,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
44000,6777,40,18.94,5000,3105,25,11300,150.93,29700,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50000,1085,93.2,13.56,21000,9746,100,16700,453.4,22100,5,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
120000,519,98.7,15.02,28000,20465,100,38700,669.81,41700,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
88000,265,98.6,14.47,16000,6486,100,18900,370.42,36400,4,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
60000,22628,32.9,17.97,28500,5811,0,33700,816.09,50300,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30000,15635,26.9,16.14,5000,4879,0,21400,128.56,21400,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60000,21951,47.6,18.94,10000,9754,40,41900,301.86,41900,5,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
94000,815,90.8,15.02,10000,4236,100,8900,239.22,29500,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
185000,3544,79.7,18.94,12800,8681,50,17500,388.54,40000,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
41000,9639,22.3,16.91,6000,1755,50,12400,161.64,19000,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20000,299,97.2,13.56,6000,10201,100,10500,129.54,15100,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
29000,3327,57.9,19.92,6000,4251,50,7900,190.52,23200,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
86000,1404,49.9,13.56,24000,1396,0,2800,521.14,26300,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
133000,1492,90.1,19.92,40000,4639,100,15000,1277.19,22500,1,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
50000,7540,59.7,18.94,16650,3224,40,18700,505.4,35300,4,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
300000,28486,38.6,13.56,40000,7136,9.1,51400,868.56,66300,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
101000,5467,94,13.56,20000,11962,88.9,49200,431.81,76700,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
80000,18807,62.8,13.56,35000,17259,33.3,50600,759.99,75300,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
55000,10522,71.3,18.94,24000,9221,66.7,36700,724.45,41900,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
60000,6865,72.5,13.56,8000,11858,60,25000,172.72,30000,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
42000,6988,65.6,16.91,26000,10407,50,20300,704.27,29800,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
75000,14348,52.2,22.35,3100,7643,66.7,30000,110.48,30000,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
106000,22742,17,17.97,10000,2316,16.7,27400,279.86,31400,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55500,5376,27.4,19.92,20000,920,14.3,7400,35.86,37000,5,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
75000,223,97,16.91,3000,7277,100,7500,80.82,18600,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
40000,747,95.7,13.56,21000,13934,100,17500,453.4,17500,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
164000,3274,82.5,15.02,30000,11006,50,18700,721.73,41100,5,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
49000,1187,81.7,17.97,18000,5313,50,6500,407.61,9900,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
52000,3258,73.7,13.56,10500,4124,60,12400,170.06,18300,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
106000,2852,87.9,14.47,16800,9973,100,23500,387.12,28200,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
38500,165,97.3,19.92,1000,2928,100,6000,31.75,20300,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
68000,551,94.5,19.92,4200,4876,100,10000,133.36,22900,5,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
120000,23359,50.8,19.92,9600,16732,33.3,47500,302.27,59400,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
70000,26,99,15.02,11200,2474,100,2500,272.59,17100,4,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
70596.96,3886,90.4,16.91,4000,19660,50,40300,107.76,43300,5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
30000,7562,11,17.97,10000,938,50,8500,286.35,9500,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
160000,0,101,14.47,16000,6196,100,9700,263.68,40300,5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
46000,105,98.8,14.47,9600,4470,100,8600,244.37,10600,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30000,2480,87.3,19.92,8000,8158,40,19500,240.74,26500,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
68000,2014,8.5,20.89,8000,163,0,2200,266.44,9700,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
28000,22948,8.2,17.97,9000,1993,0,25000,257.72,48600,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
60000,8981,1.3,16.91,40000,112,0,9100,1083.72,9100,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
25000,1695,62.3,16.14,5000,2805,50,4500,128.56,33900,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60000,5841,15.3,15.02,24000,786,0,6900,577.38,6900,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
45000,3401,58,16.14,7500,2088,20,8100,192.83,12900,5,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31000,9235,44.7,18.94,5500,5180,33.3,16700,186.27,16700,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60000,23974,45.3,22.35,35000,5537,14.3,43800,1254.3,48700,2,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
60000,1128,82.1,16.91,15000,2234,75,6300,404.11,15500,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80000,5606,59.4,18.94,30000,4418,33.3,13800,858.21,18800,5,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
60000,7894,69.9,17.97,10000,6438,25,26200,286.35,32000,5,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
125000,77228,30.8,13.56,20000,10135,18.2,111600,431.81,126400,5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
53000,9709,66.5,16.91,20000,13734,33.3,29000,541.86,29000,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
55000,654,78.2,16.14,2200,2346,100,3000,47.69,6800,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30000,490,2,19.92,2000,10,0,500,63.51,2000,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
55267.56,606,93.3,19.92,20000,5945,100,9100,668.26,11400,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
27000,22356,0.2,14.47,15000,44,0,22400,263.21,24700,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
155000,2650,93.3,20.89,16000,9878,83.3,39700,532.87,44000,5,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
91644.8,4087,37.1,16.14,40000,2413,0,6500,980.44,16700,4,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
70000,8710,37.8,16.14,20000,4296,0,14000,514.21,18000,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32000,2301,62.9,16.14,5000,1590,0,6200,128.56,6200,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
22000,736,84.3,18.94,7000,1541,100,4700,189.2,11200,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
60000,17061,38.6,15.02,15000,5216,0,27800,340.05,31100,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
54468,12896,21.4,15.02,7500,3080,20,16400,128.29,17500,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
